cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal,Apoio psicológico,Auxílio Creche,Auxílio Educação,Auxílio Internet,Café Grátis,Celular Corporativo,Day off no aniversário,Gympass,Gympass ou subsídio para academia,Home Office,Home office,Horas extras,Horário Flexível,Horário flexível,Insalubridade ou periculosidade,Licença maternidade estendida,Licença paternidade estendida,Não informado,PLR,Participação nos Lucros e Resultados (PLR),Plano Odontológico,Plano de Saúde,Plano de saúde,Previdência privada,Seguro de vida,Stock Options,Vale Alimentação,Vale Refeição,Vale Transporte,Vale-alimentação,Vale-refeição,Viagens,estado,texto_vaga
Data Analyst,Axenya,11.0,"Rio das Ostras, Rio de Janeiro",Remoto,Sênior,4 anos de experiência,PJ,132.0,"Inclui bônus, PLR, stock options e comissões",132.0,Não informado,Funcionário em março de 2025,Não informado,Não informado,11.0,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,RJ,Data Analyst Sênior RJ Remoto
Data Analyst,Estoca,12.2,São Paulo,Remoto,Sênior,6 anos de experiência,CLT,162.626,"Inclui bônus, PLR, stock options e comissões",162.626,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível,13.552,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,SP,Data Analyst Sênior SP Remoto
Data Analyst,Vivo,4.472,"São Paulo, São Paulo",Híbrido,Pleno,3 anos de experiência,CLT,70.792,"Inclui bônus, PLR, stock options e comissões",59.612,11.180,Funcionário em março de 2025,Engenharia Elétrica,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,5.899,sim,nao,sim,nao,sim,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,Movida,2.13,"Mogi das Cruzes, São Paulo",Presencial,Júnior,1.2 anos de experiência,CLT,28.873,"Inclui bônus, PLR, stock options e comissões",28.393,480,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,2.406,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,SP,Data Analyst Júnior SP Presencial
Data Analyst,Zallpy,3.3,"Belo Horizonte, Minas Gerais",Remoto,Júnior,0.5 anos de experiência,CLT,43.989,"Inclui bônus, PLR, stock options e comissões",43.989,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,3.666,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,MG,Data Analyst Júnior MG Remoto
Data Analyst,Robert Bosch Brasil,6.15,"Joinville, Santa Catarina",Remoto,Júnior,3 anos de experiência,CLT,85.48,"Inclui bônus, PLR, stock options e comissões",81.98,3.500,Funcionário em março de 2025,Não informado,Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,7.123,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,nao,sim,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,SC,Data Analyst Júnior SC Remoto
Data Analyst,zeentech,4.5,"Betim, Minas Gerais",Presencial,Júnior,2 anos de experiência,CLT,60.615,"Inclui bônus, PLR, stock options e comissões",59.985,630,Funcionário em março de 2025,Engenharia Mecânica,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Seguro de vida,5.051,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,MG,Data Analyst Júnior MG Presencial
Data Analyst,BlueShift Brasil,14.5,São Paulo,Remoto,Sênior,5 anos de experiência,PJ,174.0,"Inclui bônus, PLR, stock options e comissões",174.0,Não informado,Funcionário em março de 2025,Banco de Dados,Não informado,14.5,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SP,Data Analyst Sênior SP Remoto
Data Analyst,Raízen,6.45,"São Paulo, São Paulo",Híbrido,Pleno,2 anos de experiência,CLT,104.979,"Inclui bônus, PLR, stock options e comissões",85.979,19.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,8.748,sim,sim,nao,nao,sim,nao,sim,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,Contabilizei,8.5,"Curitiba, Paraná",Remoto,Pleno,5.5 anos de experiência,CLT,113.305,"Inclui bônus, PLR, stock options e comissões",113.305,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.442,sim,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,PR,Data Analyst Pleno PR Remoto
Data Analyst,Pegaki,5.5,"São Paulo, São Paulo",Híbrido,Pleno,2 anos de experiência,CLT,84.315,"Inclui bônus, PLR, stock options e comissões",73.315,11.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,7.026,sim,nao,nao,nao,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,SulAmérica,8.27,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,116.239,"Inclui bônus, PLR, stock options e comissões",110.239,6.000,Funcionário em março de 2025,Estatística aplicada em plano de saúde,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia,9.687,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Sênior SP Híbrido
Data Analyst,Oncoclínicas&Co,9.744,"São Paulo, São Paulo",Presencial,Especialista,15 anos de experiência,CLT,139.632,"Inclui bônus, PLR, stock options e comissões",129.888,9.744,Funcionário em março de 2025,Oncologia Clinica,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.636,sim,nao,nao,nao,sim,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Especialista SP Presencial
Data Analyst,Vibra Energia,10.6,"Rio de Janeiro, Rio de Janeiro",Presencial,Sênior,5 anos de experiência,CLT,161.298,"Inclui bônus, PLR, stock options e comissões",141.298,20.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,13.442,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,nao,sim,sim,nao,nao,nao,RJ,Data Analyst Sênior RJ Presencial
Data Analyst,Remessa Online,11.0,"São Paulo, São Paulo",Híbrido,Especialista,3.5 anos de experiência,CLT,172.63,"Inclui bônus, PLR, stock options e comissões",146.63,26.000,Funcionário em março de 2025,Câmbio,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,14.386,sim,nao,nao,sim,sim,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Especialista SP Híbrido
Data Analyst,Shopee,8.0,São Paulo,Presencial,Pleno,3 anos de experiência,CLT,121.64,"Inclui bônus, PLR, stock options e comissões",106.64,15.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Participação nos Lucros e Resultados (PLR),10.137,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Presencial
Data Analyst and pl Systems,Captativa,7.2,"São Paulo, São Paulo",Híbrido,Pleno,2.5 anos de experiência,CLT,95.976,"Inclui bônus, PLR, stock options e comissões",95.976,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida,7.998,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst and pl Systems Pleno SP Híbrido
Data Analyst,Sisprime do Brasil,6.17,"Londrina , Paraná",Presencial,Pleno,5 anos de experiência,CLT,88.416,"Inclui bônus, PLR, stock options e comissões",82.246,6.170,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,7.368,nao,nao,sim,nao,sim,nao,sim,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,PR,Data Analyst Pleno PR Presencial
Data Analyst,Cognizant,10.3,Minas Gerais,Remoto,Sênior,3 anos de experiência,CLT,146.299,"Inclui bônus, PLR, stock options e comissões",137.299,9.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Apoio psicológico,12.192,sim,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,nao,nao,sim,sim,nao,nao,nao,nao,MG,Data Analyst Sênior MG Remoto
Data Analyst,Agora investimento,6.32,"São Paulo, São Paulo",Híbrido,Júnior,6 anos de experiência,CLT,140.906,"Inclui bônus, PLR, stock options e comissões",84.246,30.000,Funcionário em março de 2025,Analise e engenharia de dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,11.742,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Júnior SP Híbrido
Data Analyst,Arcelormittal,6.382,"Belo Horizonte, Minas Gerais",Híbrido,Júnior,2 anos de experiência,CLT,108.535,"Inclui bônus, PLR, stock options e comissões",85.072,23.463,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,9.045,nao,sim,nao,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,MG,Data Analyst Júnior MG Híbrido
Data Analyst,Mercado Livre,10.482,"Campinas, São Paulo",Híbrido,Pleno,10 anos de experiência,CLT,153.725,"Inclui bônus, PLR, stock options e comissões",139.725,14.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,12.81,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,Dock Tech,4.25,"Barueri, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,56.653,"Inclui bônus, PLR, stock options e comissões",56.653,Não informado,Funcionário em março de 2025,Vendas,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,4.721,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Analyst Júnior SP Remoto
Data Analyst,Flytour Business Travel,3.5,"São Paulo, São Paulo",Presencial,Júnior,1 ano de experiência,CLT,46.655,"Inclui bônus, PLR, stock options e comissões",46.655,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,3.888,nao,nao,nao,nao,sim,nao,sim,nao,sim,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,nao,sim,nao,nao,nao,SP,Data Analyst Júnior SP Presencial
Data Analyst,Compass UOL,8.9,Rio de Janeiro,Remoto,Sênior,8 anos de experiência,CLT,118.637,"Inclui bônus, PLR, stock options e comissões",118.637,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,9.886,sim,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,RJ,Data Analyst Sênior RJ Remoto
Data Analyst,Amazon,7.526,"São Paulo, São Paulo",Híbrido,Júnior,1 ano de experiência,CLT,190.322,"Inclui bônus, PLR, stock options e comissões",100.322,Não informado,Funcionário em março de 2025,"Aplicações (Salesforce, Workday, etc.)",Vale Refeição | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.86,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,sim,nao,sim,nao,nao,nao,nao,SP,Data Analyst Júnior SP Híbrido
Data Analyst,Tdk,5.0,"Gravataí , Rio Grande do Sul",Presencial,Pleno,5 anos de experiência,CLT,69.05,"Inclui bônus, PLR, stock options e comissões",66.65,2.400,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico,5.754,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,RS,Data Analyst Pleno RS Presencial
Data Analyst,DBC Company,5.3,Rio Grande do Sul,Remoto,Júnior,1.5 anos de experiência,CLT,70.649,"Inclui bônus, PLR, stock options e comissões",70.649,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível,5.887,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,RS,Data Analyst Júnior RS Remoto
Data Analyst,Yduqs,7.192,"Rio de Janeiro, Rio de Janeiro",Híbrido,Sênior,2.9 anos de experiência,CLT,95.869,"Inclui bônus, PLR, stock options e comissões",95.869,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,7.989,nao,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,RJ,Data Analyst Sênior RJ Híbrido
Data Analyst,TDK,6.4,"Gravataí, Rio Grande do Sul",Presencial,Pleno,4 anos de experiência,CLT,87.712,"Inclui bônus, PLR, stock options e comissões",85.312,2.400,Oferta de emprego recebida em março de 2025,Engenharia Mecânica,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis,7.309,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,RS,Data Analyst Pleno RS Presencial
Data Analyst,Vertigo,4.38,"Brasília, Distrito Federal",Remoto,Júnior,5 anos de experiência,CLT,58.385,"Inclui bônus, PLR, stock options e comissões",58.385,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,4.865,sim,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,DF,Data Analyst Júnior DF Remoto
Data Analyst,Trustly,12.0,São Paulo,Remoto,Sênior,5 anos de experiência,CLT,180.96,"Inclui bônus, PLR, stock options e comissões",159.96,21.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Viagens | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,15.08,nao,nao,nao,nao,nao,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,sim,SP,Data Analyst Sênior SP Remoto
Data Analyst,Não interessa,7.777,"São Paulo, São Paulo",Remoto,Sênior,3 anos de experiência,CLT,113.667,"Inclui bônus, PLR, stock options e comissões",103.667,10.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,9.472,sim,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Sênior SP Remoto
Data Analyst,Edenred,4.8,Rio Grande do Sul,Híbrido,Júnior,3 anos de experiência,CLT,71.184,"Inclui bônus, PLR, stock options e comissões",63.984,7.200,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia,5.932,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,RS,Data Analyst Júnior RS Híbrido
Data Analyst,SurfCo,4.0,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,57.32,"Inclui bônus, PLR, stock options e comissões",53.32,4.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia,4.777,nao,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,CRMBONUS,4.5,"São Paulo, São Paulo",Híbrido,Pleno,1 ano de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,4.999,nao,nao,nao,nao,sim,sim,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,Kedu,4.5,"Fortaleza, Ceará",Híbrido,Sênior,7 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Vale Transporte | Plano de Saúde | Home Office | Day off no aniversário,4.999,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,CE,Data Analyst Sênior CE Híbrido
Data Analyst,germina,12.0,São Paulo,Remoto,Pleno,5 anos de experiência,CLT,159.96,"Inclui bônus, PLR, stock options e comissões",159.96,Não informado,Funcionário em março de 2025,Não informado,Home Office | Horário Flexível,13.33,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SP,Data Analyst Pleno SP Remoto
Data Analyst,Invillia,7.3,"Vitória, Espírito Santo",Remoto,Pleno,3 anos de experiência,CLT,105.307,"Inclui bônus, PLR, stock options e comissões",97.309,Não informado,Funcionário em março de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Seguro de vida | Day off no aniversário,8.776,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,ES,Data Analyst Pleno ES Remoto
Data Analyst,International Meal Company,4.546,"São Paulo, São Paulo",Híbrido,Pleno,5 anos de experiência,CLT,65.144,"Inclui bônus, PLR, stock options e comissões",60.598,4.546,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,5.429,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,SP,Data Analyst Pleno SP Híbrido
Data Analyst,Valgroup,9.5,"Lorena, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,130.635,"Inclui bônus, PLR, stock options e comissões",126.635,4.000,Funcionário em março de 2025,Outra,Vale Transporte | Plano de Saúde | Plano Odontológico | Horário Flexível | Viagens | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,10.886,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,SP,Data Analyst Sênior SP Híbrido
Data Analyst,Dexian,10.5,"Divinópolis, Minas Gerais",Remoto,Pleno,3 anos de experiência,CLT,139.965,"Inclui bônus, PLR, stock options e comissões",139.965,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia,11.664,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,MG,Data Analyst Pleno MG Remoto
Data Analyst,Comerc energia,9.5,"Florianópolis, Santa Catarina",Remoto,Sênior,6 anos de experiência,CLT,151.635,"Inclui bônus, PLR, stock options e comissões",126.635,25.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,12.636,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SC,Data Analyst Sênior SC Remoto
